1	NULL	350	10	2	0	0	0	0	0	0
2	NULL	350	10	2	0	0	0	0	0	0
3	NULL	350	10	2	0	0	0	0	0	0
4	NULL	350	10	2	0	0	0	0	0	0
5	NULL	350	10	2	0	0	0	0	0	0
6	NULL	350	8	2	0	0	0	0	0	0
7	NULL	350	10	2	0	0	0	0	0	0
8	NULL	350	10	2	0	0	0	0	0	0
9	NULL	350	10	2	1	1	0	0	0	0
10	NULL	350	10	2	0	0	0	0	0	0
11	NULL	350	10	2	0	0	0	0	0	0
12	NULL	350	10	2	0	0	0	0	0	0
13	NULL	350	10	2	0	0	0	0	0	0
14	NULL	350	0	0	0	0	0	0	0	0
15	NULL	350	10	2	1	1	0	0	0	0
16	NULL	150	10	2	0	0	0	0	0	0
17	NULL	150	10	2	0	0	0	0	0	0
18	NULL	150	10	2	0	0	0	0	0	0
19	NULL	150	10	2	0	0	0	0	0	0
20	NULL	350	10	2	0	0	0	0	0	0
21	NULL	350	10	2	0	0	0	0	0	0
22	NULL	350	10	2	0	0	0	0	0	0
23	NULL	350	10	2	0	0	0	0	0	0
24	NULL	350	10	2	0	0	0	0	0	0
26	NULL	350	0	0	0	0	0	0	0	0
26	456	350	10	2	0	0	0	0	0	0
26	458	350	10	2	0	0	0	0	0	0
27	NULL	350	10	2	0	0	0	0	0	0
28	NULL	350	10	2	0	0	0	0	0	0
29	NULL	350	10	2	1	1	0	0	0	0
30	NULL	350	10	2	0	0	0	0	0	0
31	NULL	350	2	2	0	0	0	0	0	0
32	NULL	350	10	2	0	0	0	0	0	0
33	NULL	350	0	0	0	0	0	0	0	0
35	NULL	350	10	2	1	1	0	0	0	0
36	NULL	350	10	2	1	1	0	0	0	0
37	NULL	150	10	2	1	1	0	0	0	0
37	303	150	10	2	0	0	0	0	0	0
37	313	150	10	2	0	0	0	0	0	0
37	374	150	10	2	1	1	0	0	0	0
37	514	150	10	2	0	0	0	0	0	0
37	303	150	10	2	0	0	0	0	0	0
38	NULL	350	10	2	0	0	0	0	0	0
39	NULL	350	10	2	1	1	0	0	0	0
39	5269	350	10	2	0	0	0	0	0	0
40	NULL	350	0	0	0	0	0	0	0	0
41	NULL	150	10	2	1	1	0	0	0	0
1002	NULL	350	0	0	0	0	0	0	0	0
2000	NULL	350	0	0	0	0	0	0	0	0
2001	NULL	350	0	0	0	0	0	0	0	0
2002	NULL	350	0	0	0	0	0	0	0	0
2003	NULL	350	0	0	0	0	0	0	0	0
2004	NULL	350	0	0	0	0	0	0	0	0
2005	NULL	350	0	0	0	0	0	0	0	0
10002	NULL	150	2	2	0	0	0	0	0	0
10003	NULL	350	2	2	0	0	0	0	0	0
10004	NULL	150	2	2	0	0	0	0	0	0
10005	NULL	350	2	2	0	0	0	0	0	0
10006	10266	350	4	0	0	0	0	0	0	0
10006	NULL	350	4	2	0	0	0	0	0	0
10006	10263	350	4	0	0	0	0	0	0	0
10006	10264	350	4	0	0	0	0	0	0	0
10006	10265	350	4	0	0	0	0	0	0	0
10008	10063	350	2	2	1	1	0	0	0	0
10008	NULL	350	2	2	0	0	0	0	0	0
10008	10072	350	2	2	1	1	0	0	0	0
10009	NULL	350	2	2	0	0	0	0	0	0
10010	NULL	350	2	2	0	0	0	0	0	0
10011	10099	350	2	2	0	0	0	0	0.875	0.875
10012	NULL	350	2	2	0	0	0	0	0	0
10013	10158	150	2	2	0	0	0	0	0.75	0.75
10013	10142	150	2	2	1	1	0	0	0	0
10013	10116	150	2	2	0	0	0	0	0.75	0.75
10013	10151	150	2	2	1	1	0	0	0	0
10013	10129	150	2	2	1	1	0	0	0	0
10013	10145	150	2	2	0	0	0	0	0.75	0.75
10013	10120	150	2	2	0	0	0	0	0.75	0.75
10013	10152	150	2	2	1	1	0	0	0	0
10013	10132	150	2	2	0	0	0	0	0.75	0.75
10013	10148	150	2	2	0	0	0	0	0.75	0.75
10013	10123	150	2	2	0	0	0	0	0.75	0.75
10013	10154	150	2	2	0	0	0	0	0.75	0.75
10013	10136	150	2	2	0	0	0	0	0.75	0.75
10013	NULL	150	2	2	0	0	0	0	0	0
10013	10149	150	2	2	1	1	0	0	0	0
10013	10124	150	2	2	1	1	0	0	0	0
10013	10155	150	2	2	1	1	0	0	0	0
10013	10140	150	2	2	0	0	0	0	0.75	0.75
10013	10112	150	2	2	0	0	0	0	0.75	0.75
10013	10150	150	2	2	1	1	0	0	0	0
10013	10127	150	2	2	0	0	0	0	0.75	0.75
10014	10182	150	2	2	0	0	0	0	0.75	0.75
10014	10198	150	2	2	0	0	0	0	0.75	0.75
10014	10173	150	2	2	0	0	0	0	0.75	0.75
10014	10204	150	2	2	0	0	0	0	0.75	0.75
10014	10186	150	2	2	0	0	0	0	0.75	0.75
10014	NULL	150	2	2	0	0	0	0	0	0
10014	10199	150	2	2	1	1	0	0	0	0
10014	10174	150	2	2	1	1	0	0	0	0
10014	10205	150	2	2	1	1	0	0	0	0
10014	10190	150	2	2	0	0	0	0	0.75	0.75
10014	10162	150	2	2	0	0	0	0	0.75	0.75
10014	10200	150	2	2	1	1	0	0	0	0
10014	10177	150	2	2	0	0	0	0	0.75	0.75
10014	10208	150	2	2	0	0	0	0	0.75	0.75
10014	10192	150	2	2	1	1	0	0	0	0
10014	10166	150	2	2	0	0	0	0	0.75	0.75
10014	10201	150	2	2	1	1	0	0	0	0
10014	10179	150	2	2	1	1	0	0	0	0
10014	10195	150	2	2	0	0	0	0	0.75	0.75
10014	10170	150	2	2	0	0	0	0	0.75	0.75
10014	10202	150	2	2	1	1	0	0	0	0
10015	10227	150	2	2	0	0	0	0	0.75	0.75
10015	10249	150	2	2	1	1	0	0	0	0
10015	10224	150	2	2	1	1	0	0	0	0
10015	10248	150	2	2	0	0	0	0	0.75	0.75
10015	10269	150	2	2	0	0	0	0	0.75	0.75
10015	10223	150	2	2	0	0	0	0	0.75	0.75
10015	10245	150	2	2	0	0	0	0	0.75	0.75
10015	10258	150	2	2	0	0	0	0	0.75	0.75
10015	10220	150	2	2	0	0	0	0	0.75	0.75
10015	10242	150	2	2	1	1	0	0	0	0
10015	10255	150	2	2	1	1	0	0	0	0
10015	10216	150	2	2	0	0	0	0	0.75	0.75
10015	10240	150	2	2	0	0	0	0	0.75	0.75
